File_ID	File_Name	Data_Category	Data_Type	Project_ID	Case_ID	Sample_ID	Sample_Type
fde64a23-f6c4-49de-9d82-f9b026af3736	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JB-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JB	TCGA-OR-A5JB-01A	Primary Tumor
c8df6c68-782d-4f4d-a0a8-9b47540961a1	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JC-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JC	TCGA-OR-A5JC-01A	Primary Tumor
6ce16617-eaa8-460b-8e2d-e60130591a83	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JD-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JD	TCGA-OR-A5JD-01A	Primary Tumor
a4ab99ca-ac07-4df7-ac62-260a925fdd57	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JE-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JE	TCGA-OR-A5JE-01A	Primary Tumor
25a6d800-8ec0-4b10-9f2e-130f74ba3aec	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JF-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JF	TCGA-OR-A5JF-01A	Primary Tumor
52d23106-37a6-40a3-b82b-91da1abc28b4	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JG-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JG	TCGA-OR-A5JG-01A	Primary Tumor
a1cb9c41-beaa-4a62-a4da-d592b508fcb1	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JI-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JI	TCGA-OR-A5JI-01A	Primary Tumor
16ff6c63-eca7-4376-a13e-682682b74e11	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JJ-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JJ	TCGA-OR-A5JJ-01A	Primary Tumor
58bc5945-0c99-4e95-9fef-8b42f417d4d6	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JK-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JK	TCGA-OR-A5JK-01A	Primary Tumor
c3f4c7c5-8f21-4008-86cc-f173778dec0d	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JL-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JL	TCGA-OR-A5JL-01A	Primary Tumor
86250dba-ad87-493a-9ac5-4c147b6e9b69	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JM-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JM	TCGA-OR-A5JM-01A	Primary Tumor
60cb6fdb-338a-4e1c-b008-cfc5afc1739b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JO-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JO	TCGA-OR-A5JO-01A	Primary Tumor
fa7a16ac-60b6-4345-9359-8017aad878e8	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JP-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JP	TCGA-OR-A5JP-01A	Primary Tumor
56a033ac-d358-4908-906f-543b6e3b8cc0	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JQ-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JQ	TCGA-OR-A5JQ-01A	Primary Tumor
cfae7bb6-3765-46f8-bf3c-e85e6477b705	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JR-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JR	TCGA-OR-A5JR-01A	Primary Tumor
758d1751-a5b9-4e0c-81de-d6d1cb279655	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JS-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JS	TCGA-OR-A5JS-01A	Primary Tumor
ebe393fb-2585-4c55-bb23-569f04d635cc	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JT-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JT	TCGA-OR-A5JT-01A	Primary Tumor
72b8a41e-2d86-41ee-9ab5-481b0f23893c	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JV-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JV	TCGA-OR-A5JV-01A	Primary Tumor
c4a54fdc-f33f-4938-83ae-52e94202e158	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JW-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JW	TCGA-OR-A5JW-01A	Primary Tumor
fc2575ed-56fa-4a73-99d6-ba8730235d91	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JX-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JX	TCGA-OR-A5JX-01A	Primary Tumor
307faa0f-4d71-4cc7-8de9-e4b95c6ead1b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JY-01A-31D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JY	TCGA-OR-A5JY-01A	Primary Tumor
a7e687df-4458-4f67-89d0-e2858bbbc101	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JZ-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JZ	TCGA-OR-A5JZ-01A	Primary Tumor
e686aa9f-a798-4f39-97d2-ed721e150e4b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K0-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K0	TCGA-OR-A5K0-01A	Primary Tumor
d20f9ce3-8bd6-4800-9d61-da6a4115ffc6	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K1-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K1	TCGA-OR-A5K1-01A	Primary Tumor
c5a36e2a-33cd-484a-91db-4f030a5f5415	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K2-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K2	TCGA-OR-A5K2-01A	Primary Tumor
4afc827f-f096-44a3-92b0-d6bc070fded8	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K3-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K3	TCGA-OR-A5K3-01A	Primary Tumor
ac21b7aa-9d6e-40e9-9f9c-e2bb53ebd464	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K4-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K4	TCGA-OR-A5K4-01A	Primary Tumor
27682023-36fe-45f5-93f6-a5a8840744dc	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K5-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K5	TCGA-OR-A5K5-01A	Primary Tumor
10ee4988-4a8f-4a0e-ae63-cc891c765fba	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K6-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K6	TCGA-OR-A5K6-01A	Primary Tumor
1bbe1d53-dda1-4391-84a0-07aa0bf2d376	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K8-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K8	TCGA-OR-A5K8-01A	Primary Tumor
4b8fe6a2-ea7a-4670-887b-5e222259a9f3	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5K9-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5K9	TCGA-OR-A5K9-01A	Primary Tumor
0885b557-48ca-4865-b17a-f2e1f6209b81	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KO-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KO	TCGA-OR-A5KO-01A	Primary Tumor
fd1d6e0c-256a-471e-8fb8-5d5be75d401d	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KT-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KT	TCGA-OR-A5KT-01A	Primary Tumor
5bd89459-5c3c-4a48-8850-1a23f77e93f1	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KU-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KU	TCGA-OR-A5KU-01A	Primary Tumor
9e9fafaa-76cc-406f-b6e1-ab371f672085	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KV-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KV	TCGA-OR-A5KV-01A	Primary Tumor
95e2147e-5d7e-4ce7-94b0-3c01c73d8ad6	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KW-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KW	TCGA-OR-A5KW-01A	Primary Tumor
9a2ad850-234a-4461-90de-df5d359a3514	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KX-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KX	TCGA-OR-A5KX-01A	Primary Tumor
f5cc67b3-275c-4af8-bf17-ddbafc852900	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KY-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KY	TCGA-OR-A5KY-01A	Primary Tumor
8bd99217-e6ea-42b7-9b88-9d7ed33d0f5f	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5KZ-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5KZ	TCGA-OR-A5KZ-01A	Primary Tumor
52295abc-96a2-45f4-a2ff-231fe86c34fb	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L3-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L3	TCGA-OR-A5L3-01A	Primary Tumor
f9c383ba-9be7-428e-abb7-be6641eff645	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L4-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L4	TCGA-OR-A5L4-01A	Primary Tumor
c7919680-e83e-4703-8305-e5cc51729f37	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L5-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L5	TCGA-OR-A5L5-01A	Primary Tumor
32ae7a04-c266-4aee-b42a-512bb3fac0a9	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L6-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L6	TCGA-OR-A5L6-01A	Primary Tumor
61c50868-1b2a-4b6e-b475-c12d99927574	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L8-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L8	TCGA-OR-A5L8-01A	Primary Tumor
c07d4273-971e-4180-ae31-d83ead9d14d9	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5L9-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5L9	TCGA-OR-A5L9-01A	Primary Tumor
4a905184-5059-4c45-9d91-f56a37a06787	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LA-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LA	TCGA-OR-A5LA-01A	Primary Tumor
e8813069-03c2-4756-af4e-becdd65fc1b3	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LB-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LB	TCGA-OR-A5LB-01A	Primary Tumor
771f7a8c-4276-4828-a9ce-2f5ff6458e73	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LC-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LC	TCGA-OR-A5LC-01A	Primary Tumor
4d0f7f39-2e89-4678-bd4e-41a99b90fd34	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LD-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LD	TCGA-OR-A5LD-01A	Primary Tumor
a63488fb-254c-4ffd-a9e9-a88024e4060a	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LE-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LE	TCGA-OR-A5LE-01A	Primary Tumor
e0df24b9-f32f-4e16-85da-5ebeda770caf	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LG-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LG	TCGA-OR-A5LG-01A	Primary Tumor
97e6b725-f1cf-4422-9dea-bfa808ec4b4b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LH-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LH	TCGA-OR-A5LH-01A	Primary Tumor
74e9ebb2-f214-4f74-bb82-8f1f300d682b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LJ-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LJ	TCGA-OR-A5LJ-01A	Primary Tumor
58dea3d1-69ce-4004-b156-4ad4c1cf4dc8	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LK-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LK	TCGA-OR-A5LK-01A	Primary Tumor
9c0b7c07-235b-4e27-8c69-7942d172932b	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LL-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LL	TCGA-OR-A5LL-01A	Primary Tumor
68229a2f-7565-4bee-8508-a71979c55da1	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LM-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LM	TCGA-OR-A5LM-01A	Primary Tumor
b568a33e-4ee2-4078-b860-e7eb91370c52	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LN-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LN	TCGA-OR-A5LN-01A	Primary Tumor
f283ae5d-a8bb-4c66-a7ce-862b8887cf49	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LO-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LO	TCGA-OR-A5LO-01A	Primary Tumor
85e787d1-3c20-46a3-b989-220778258b10	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LP-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LP	TCGA-OR-A5LP-01A	Primary Tumor
38a71d19-03d4-4bda-86d0-35d38f6cf14a	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LR-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LR	TCGA-OR-A5LR-01A	Primary Tumor
3fc0470e-e0d6-4927-a37b-23859649f8e7	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LS-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LS	TCGA-OR-A5LS-01A	Primary Tumor
4ea1d7e8-0327-4b77-9882-0ab1ba56ce2e	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LT-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5LT	TCGA-OR-A5LT-01A	Primary Tumor
33da59c8-f14b-45cd-b5c4-d9295263c914	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OU-A5PI-01A-12D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OU-A5PI	TCGA-OU-A5PI-01A	Primary Tumor
bc323ab5-8e31-4c45-915a-abaa04c817f4	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-P6-A5OF-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-P6-A5OF	TCGA-P6-A5OF-01A	Primary Tumor
9bf9ee9c-2c8f-43e8-ab15-ae309ac64fd5	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-P6-A5OG-01A-22D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-P6-A5OG	TCGA-P6-A5OG-01A	Primary Tumor
6334b697-1434-4ece-b0ed-cb7b525e72a7	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-PA-A5YG-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-PA-A5YG	TCGA-PA-A5YG-01A	Primary Tumor
40d5a64f-60ac-42c1-acf7-b7525cf2bc4c	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-PK-A5H8-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-PK-A5H8	TCGA-PK-A5H8-01A	Primary Tumor
c78a09fa-1445-4ed1-ad22-2fd418ddccd0	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-PK-A5H9-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-PK-A5H9	TCGA-PK-A5H9-01A	Primary Tumor
2a7d4114-a741-46be-84d8-863719f80f43	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-PK-A5HA-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-PK-A5HA	TCGA-PK-A5HA-01A	Primary Tumor
34843a90-bcf6-4006-a9e8-412fe557a6f5	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-PK-A5HB-01A-11D-A29J-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-PK-A5HB	TCGA-PK-A5HB-01A	Primary Tumor
7464df5b-9f57-4ee2-88e7-426076d54f97	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KO-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KO	TCGA-2F-A9KO-01A	Primary Tumor
c3a666a2-2630-4d64-a59c-d47550a5c793	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KP-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KP	TCGA-2F-A9KP-01A	Primary Tumor
b8d73c59-6193-4ae5-b09a-6d18d02f8ba0	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KQ-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KQ	TCGA-2F-A9KQ-01A	Primary Tumor
174ae112-d7e1-4e91-b3fb-de494895e5e3	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KR-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KR	TCGA-2F-A9KR-01A	Primary Tumor
9e8c07a2-28bb-45ee-9ee3-79535e89741b	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KT-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KT	TCGA-2F-A9KT-01A	Primary Tumor
799789cf-c6b1-4fd9-b26a-6d327084987f	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KW-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-2F-A9KW	TCGA-2F-A9KW-01A	Primary Tumor
e702c95b-8c37-4eb9-b2f8-58c649c6d4a8	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7M-01A-11D-A392-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-4Z-AA7M	TCGA-4Z-AA7M-01A	Primary Tumor
